_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
331220,3379995,23009986,26,2023-01-18T11:39:00,Zone 1,N,,1,INVASION PRIVACY - VICTIM FULL OR PART NUDE,3131(c)(1) Unlawful dissemination of intimate image -- Person depicted IS a minor UNDER 18 (M1),,,,,
331221,3379996,23013329,26,2023-03-08T15:00:00,Zone 3,Y,,3,MEGANS LAW VIOLATION,4915 Failure to Comply with Megans Law,,,,,
331222,3379997,23015895,4,2023-01-31T13:05:00,"200 Block S Fairmount ST Pittsburgh, PA 15206",Y,Friendship,5,AGG ASSAULT/GUN/NO INJURY,2705 Recklessy Endangering Another Person. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,807,7,2,-79.93380688649995,40.462335353043926
331223,3379998,23016894,18,2023-02-02T14:05:00,"900 Block Peralta ST Pittsburgh, PA 15212",Y,East Allegheny,1,MARIJUANA-POSSESS,1501 Drivers Required to be Licensed. / 1786 Required Financial Responsibility. / 3323 Stop Signs and Yield Signs. / 13(a)(31) Marijuana: Possession Small Amount,2304,1,1,-79.99476862486853,40.45583220274041
331224,3380001,23020068,10,2023-02-08T16:20:00,"Chateau ST & Pennsylvania AV Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT/INJURY,2701 Simple Assault.,2107,6,1,-80.02827060005191,40.453687073561795
331225,3380003,23027905,99,2023-02-23T16:21:00,"1100 Block Brabec ST Pittsburgh, PA 15212",Y,Troy Hill,1,NA,9496 Dead on Arrival (DOA),2406,1,1,-79.99203401057495,40.458537066176454
331226,3380004,23027906,99,2023-02-23T16:20:00,"600 Block Suismon ST Pittsburgh, PA 15212",Y,East Allegheny,1,NA,9999 Miscellaneous Report (No Crime),2304,1,1,-79.99961703726682,40.45538673405566
331227,3380005,23027907,99,2023-02-23T17:21:00,"500 Block Brookline BL Pittsburgh, PA 15226",Y,Brookline,6,NA,9497 Aided Case,1918,4,5,-80.02363456597709,40.396221058118115
331228,3380006,23027911,26,2023-02-23T16:13:00,"1000 Block Progress ST Pittsburgh, PA 15212",N,Troy Hill,1,ALL OTHER OFFENSES(EXPT TRAFF),9999 Miscellaneous Report (No Crime),2406,,,,
331229,3380007,23027914,24,2023-02-23T15:30:00,"200 Block East Ohio ST Pittsburgh, PA 15212",N,Allegheny Center,1,HARRASSMENT BY COMUN/ADDRESS,2709(a)(4) Harassment Communicates Prohibited Acts,2204,,,,
331230,3380008,23026595,6,2023-02-21T07:15:00,"200 Block S Highland AV Pittsburgh, PA 15232",N,Shadyside,4,THEFT FROM AUTO,4106 Access Device Fraud / 3934 Theft from Vehicle / 4120 Identity Theft,705,8,2,-79.92529613194029,40.45875585891225
331231,3380010,23027919,10,2023-02-23T16:40:00,"7300 Block Monticello ST Pittsburgh, PA 15208",Y,Homewood North,5,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a) Harassment.,1302,9,2,-79.89325312940666,40.458837546280066
331232,3380012,23003139,18,2023-01-06T19:28:00,"Paulson AV & Mayflower ST Pittsburgh, PA 15206",Y,Larimer,5,MARIJUANA-POSSESS,1301 Registration and Certificate of Title Required. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount,1208,9,2,-79.91380700517504,40.4623584753155
331233,3380013,23027923,99,2023-02-23T16:36:00,"200 Block E Jefferson ST Pittsburgh, PA 15212",Y,Central North Side,1,NA,9497 Aided Case,2503,6,1,-80.0099995390241,40.459199042513724
331234,3380014,23027927,99,2023-02-23T16:49:00,"S Euclid AV & Baum BL Pittsburgh, PA 15224",N,Larimer,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1204,7,2,-79.929723284775,40.4595883286313
331235,3380016,23027937,99,2023-02-23T12:50:00,"Halket ST & Iroquois WY Pittsburgh, PA 15213",N,Central Oakland,4,NA,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.96079441066689,40.43810972891401
331236,3380019,23027941,14,2023-02-23T17:13:00,"Miltenberger ST & Watson ST Pittsburgh, PA 15219",N,Bluff,2,CRIMINAL MISCHIEF (AUTO),3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,103,6,3,-79.98140172059823,40.43795114756155
331237,3380020,23027942,6,2023-02-23T17:14:00,"1700 Block 5th AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT FROM AUTO,3304 Criminal Mischief. / 3934 Theft from Vehicle,305,6,3,-79.98248339028213,40.43829758092047
331238,3380021,23027948,26,2023-02-23T17:20:00,"7200 Block Frankstown AV Pittsburgh, PA 15208",N,Homewood North,5,CRIMINAL TRESPASS,3503 Criminal Trespass,1302,9,2,-79.89626979584459,40.45738891871456
331239,3380022,23027963,99,2023-02-23T17:49:00,"2300 Block Josh Gibson DR Pittsburgh, PA 15214",Y,Perry South,1,NA,9497 Aided Case,2614,,,,
331240,3380023,23028155,99,2023-02-24T00:18:00,"5th AV & Emerson ST Pittsburgh, PA 15206",N,Shadyside,4,NA,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,706,8,3,-79.92237524815877,40.45258465443908
331241,3380024,23027974,6,2023-02-23T17:45:00,"300 Block Lawn ST Pittsburgh, PA 15213",N,South Oakland,4,THEFT/PROP-LOST/MISLAID/DEL,3921 Theft by Unlawful Taking or Disposition.,409,6,3,-79.96364787813594,40.43445176795407
331242,3380025,23027976,99,2023-02-23T18:03:00,"800 Block Dubois ST Pittsburgh, PA 15204",Y,Crafton Heights,6,NA,9497 Aided Case,2814,2,5,-80.05111438393389,40.45026631914602
331243,3380027,23027983,10,2023-02-23T18:13:00,"2500 Block Liberty AV Pittsburgh, PA 15222",N,Strip District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,2706 Terroristic Threats. / 2709(a) Harassment.,203,4,5,-80.0254967571288,40.39919261132081
331244,3380028,23027984,9,2023-02-23T18:30:00,"1500 Block 5th AV Pittsburgh, PA 15219",Y,Bluff,2,TAMPER WITH/FAB PHYS EVIDENCE,4910 Tampering with or Fabricating Physical Evidence. / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,103,6,3,-79.98502509240687,40.43853959952056
331246,3380031,23027988,6,2023-02-22T18:00:00,"200 Block Blakey CT Pittsburgh, PA 15219",N,Terrace Village,2,THEFT/PROP-LOST/MISLAID/DEL,3921(a) Theft by Unlawful Taking or Disposition - Movable item,510,,,,
331247,3380032,23028002,10,2023-02-23T18:49:00,"3100 Block Beechwood BL Pittsburgh, PA 15217",Y,Squirrel Hill South,4,SIMPLE ASSAULT/INJURY,2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1414,5,3,-79.92188198388997,40.42100770151233
331248,3380034,23028174,99,2023-02-23T18:00:00,"600 Block Lenora ST Pittsburgh, PA 15206",N,Larimer,5,NA,9124 Drug Investigation,1204,9,2,-79.91290062620944,40.46730838597868
331249,3380035,23028193,99,2023-02-24T01:07:00,"600 Block Chislett ST Pittsburgh, PA 15206",Y,East Liberty,5,NA,9497 Aided Case,1113,,,,
331250,3380036,23028003,5,2023-02-23T18:50:00,"2200 Block Spring ST Pittsburgh, PA 15210",N,Arlington,3,BURGLARY/NO FORCE/RES,3502 Burglary.,1603,3,3,-79.97602585677956,40.41625450648034
331251,3380037,23028183,18,2023-02-24T01:05:00,"1600 Block 5th AV Pittsburgh, PA 15219",Y,Crawford-Roberts,2,OPIUM/COCAINE/DERV-POSSESS,13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,305,6,3,-79.98380809701592,40.43835816009891
331252,3380040,23028198,6,2023-02-24T02:00:00,"1500 Block Penn AV Pittsburgh, PA 15222",N,Strip District,2,THEFT FROM BUILDING,3921(a) Theft by Unlawful Taking or Disposition - Movable item,203,7,6,-79.98833119693869,40.44785413443108
331253,3380041,23028192,26,2023-02-24T01:42:00,"S 16th ST & Roland ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,3,-79.9828397565115,40.42854894387424
331254,3380043,23028199,99,2023-02-24T02:45:00,"3100 Block Chartiers AV Pittsburgh, PA 15204",Y,Sheraden,6,NA,9497 Aided Case,2022,2,5,-80.0611043000205,40.45387229670828
331255,3380044,23028202,21,2023-02-24T02:00:00,"S 14th ST & E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,DRIVING UNDER INFLUENCE,1543 Driving While Operating Privilege is Suspended or Revoked. / 1786 Required Financial Responsibility. / 3308 One-Way Roadways and Rotary Traffic Islands. / 3736 Reckless Driving / 3743 Accidents Involving Damage to Attended Veh. or Property / 3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3802(a)(1) DUI - General Impairment / 3802(a)(2) DUI - BAC >.08% <.10%,1702,3,3,-79.98414904704178,40.42880714577045
331256,3380046,23028009,10,2023-02-23T18:51:00,"3800 Block Brighton RD Pittsburgh, PA 15212",Y,Brighton Heights,1,SIMPLE ASSAULT/INJURY,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2701,1,1,-80.03569611050388,40.48455804314705
331257,3380048,23028103,99,2023-02-23T21:30:00,"600 Block S Lang AV Pittsburgh, PA 15208",Y,Point Breeze,4,NA,9498 302 (Mental),1406,9,3,-79.90674971059296,40.44530886651575
331258,3380049,23028106,99,2023-02-23T17:00:00,"3900 Block Howley ST Pittsburgh, PA 15201",N,Lower Lawrenceville,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,603,7,2,-79.95941499180142,40.46311759099258
331259,3380050,23028107,99,2023-02-23T21:37:00,"Sarah ST & S 13th ST Pittsburgh, PA 15203",N,South Side Flats,3,NA,3743 Accidents Involving Damage to Attended Veh. or Property,1702,3,3,-79.98529343565995,40.42766674866118
331260,3380051,23028112,4,2023-02-23T21:49:00,"Western AV & Fulton ST Pittsburgh, PA 15233",Y,Manchester,1,DISCHARGE OF FIREARM INTO OCC.STRUCTURE,2707 Propulsion of Missiles  / 3925 Receiving Stolen Property. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 6106 Firearms not to be Carried without a License. / 1373 Suspension of Registration.,2107,6,1,-80.02357631920916,40.450655360265756
331261,3380054,23028211,26,2023-02-24T02:23:00,"1700 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,3,-79.98187231372171,40.42859317552536
331262,3380056,23028214,26,2023-02-24T02:25:00,"1700 Block E Carson ST Pittsburgh, PA 15203",Y,South Side Flats,3,ALL OTHER OFFENSES(EXPT TRAFF),601.16 Public Urination And Defecation,1702,3,3,-79.98187231372171,40.42859317552536
331263,3380057,23028224,10,2023-02-24T03:57:00,"900 Block Berkshire AV Pittsburgh, PA 15226",N,Brookline,6,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",1918,4,5,-80.01991998102302,40.39224011392672
331264,3380059,23028228,99,2023-02-24T04:00:00,"2700 Block Shiras AV Pittsburgh, PA 15216",Y,Beechview,6,NA,9994 PFA Service,1920,4,5,-80.03031822351946,40.40393006503292
331265,3380061,23028245,4,2023-02-24T05:06:00,"400 Block St Joseph ST Pittsburgh, PA 15210",Y,Mount Oliver,3,AGG ASSAULT/OTHER/NO INJURY,9012 Non-Violent Domestic,1607,,,,
331266,3380062,23028260,13,2023-02-24T06:00:00,"7300 Block Hamilton AV Pittsburgh, PA 15208",Y,Homewood South,5,RECEIVING STOLEN PROPERTY,"907 Possessing Instruments of Crime. / 3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant / 6110.2 Possesion of Firearm with Altered Mfg. Number",1303,9,2,-79.89564758083468,40.454024491261066
331267,3380064,23028117,26,2023-02-23T23:00:00,"7600 Block Mulford ST Pittsburgh, PA 15221",Y,Homewood South,5,PROTECTIVE ORDERS,9093 Indirect Criminal Contempt,1304,9,2,-79.89127708248309,40.45263938161958
331268,3380066,23028120,23,2023-02-23T22:05:00,"7th ST & Fort Duquesne BL Pittsburgh, PA 15222",Y,Central Business District,2,PUBLIC DRUNKENESS,5505 Public Drunkenness,201,6,6,-80.00086725913934,40.44463338792091
331269,3380067,23028137,99,2023-02-23T22:48:00,"2700 Block Spring Garden AV Pittsburgh, PA 15212",Y,Spring Garden,1,NA,9998 Overdose Other,2412,,,,
331270,3380068,23028148,99,2023-02-23T23:31:00,"300 Block 3rd AV Pittsburgh, PA 15222",Y,Central Business District,2,NA,9497 Aided Case,201,6,6,-80.00161356345536,40.438866132202165
331271,3380069,23028261,14,2023-02-24T06:12:00,"900 Block Manton WY Pittsburgh, PA 15210",N,Allentown,3,CRIMINAL MISCHIEF,3304 Criminal Mischief.,1803,,,,
331272,3380070,23028345,18,2023-02-24T10:21:00,"Larimer AV & Carver ST Pittsburgh, PA 15206",N,Larimer,5,MARIJUANA-POSSESS,3334 Turning Movements and Required Signals. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9124 Drug Investigation / 13(a)(31) Marijuana: Possession Small Amount,1208,9,2,-79.91529477343684,40.46480527975699
331273,3380071,23028348,11,2023-02-22T11:00:00,"2700 Block Murray AV Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT BY DECEPTION,3922 Theft by Deception.,1414,5,3,-79.92424030097487,40.42899299008039
331274,3380072,23028263,99,2023-02-24T07:30:00,"Homestead Neighborhood Homestead, PA 15120",Y,Outside City,OSC,NA,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,,
331275,3380073,23028350,10,2023-02-24T09:58:00,"5700 Block Pocussett ST Pittsburgh, PA 15217",Y,Squirrel Hill South,4,TERRORISTIC THREATS,2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace ,1413,5,3,-79.9254411487575,40.42948003917818
331276,3380075,23028264,99,2023-02-24T06:20:00,"I-279 RAMP & Fort Duquesne Brg RAMP Pittsburgh, PA 15212",N,North Shore,1,NA,3743 Accidents Involving Damage to Attended Veh. or Property,2205,,,,
331278,3380078,23028352,99,2023-02-24T10:08:00,"100 Block South Commons Pittsburgh, PA 15212",Y,Allegheny Center,1,NA,9489 Found Property,2204,1,1,-80.0051923989784,40.45101142425908
331279,3380079,23028353,99,2023-02-24T10:00:00,"2400 Block Sidney ST Pittsburgh, PA 15203",Y,South Side Flats,3,NA,9999 Miscellaneous Report (No Crime),1609,,,,
331280,3380080,23028358,6,2023-02-23T20:00:00,"200 Block Voeghtly ST Pittsburgh, PA 15212",N,North Shore,1,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,2205,,,,
331281,3380081,23028359,99,2023-02-19T11:06:00,"2100 Block Mary ST Pittsburgh, PA 15203",N,South Side Slopes,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1608,,,,
331282,3380087,23028360,11,2023-02-21T00:01:00,"800 Block Oranmore ST Pittsburgh, PA 15201",N,Stanton Heights,5,THEFT BY DECEPTION,3922 Theft by Deception.,1005,9,2,-79.93793441617987,40.474218326179816
331283,3380088,23028278,6,2023-02-24T06:00:00,"600 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,6,6,-79.99740883167522,40.441533222252524
331284,3380089,23028297,15,2023-02-24T08:08:00,"900 Block Woodlow ST Pittsburgh, PA 15205",Y,Crafton Heights,6,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,2814,2,5,-80.05235068795939,40.44581914329684
331285,3380090,23028361,6,2023-02-23T17:00:00,"100 Block Ruth ST Pittsburgh, PA 15211",N,Mount Washington,3,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1807,2,5,-80.00523189796654,40.42379088929855
331286,3380093,23028301,99,2023-02-26T00:59:00,"400 Block Peebles ST Pittsburgh, PA ",Y,Point Breeze,4,NA,9999 Miscellaneous Report (No Crime),1406,,,,
331287,3380094,23028367,99,2023-02-24T07:00:00,"700 Block E Warrington AV Pittsburgh, PA 15210",N,Allentown,3,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1803,3,5,-79.99548870531873,40.421518980388285
331288,3380095,23028302,6,2023-02-23T14:18:00,"300 Block Fort Duquesne BL Pittsburgh, PA 15222",N,Central Business District,2,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,201,,,,
331289,3380097,23028307,10,2023-02-22T15:12:00,"2600 Block Stayton ST Pittsburgh, PA 15212",N,Marshall-Shadeland,1,TERRORISTIC THREATS,2701 Simple Assault. / 2706 Terroristic Threats. / 4304(a)(1) Endangering Welfare of Children.,2704,1,1,-80.02662551427454,40.467801420487795
331290,3380098,23028382,99,2023-02-24T11:09:00,"500 Block Elmer L Williams SQ Pittsburgh, PA 15206",Y,Larimer,5,NA,9489 Found Property,1204,,,,
331291,3380101,23028387,24,2023-02-23T00:01:00,"2800 Block Homehurst AV Pittsburgh, PA 15234",N,Overbrook,3,HARRASSMENT BY COMUN/ADDRESS,2709(a) Harassment.,3207,4,5,-80.00276609099991,40.37601756515997
331292,3380103,23028388,99,2023-02-24T09:30:00,"3700 Block Allendale CIR Pittsburgh, PA 15204",N,Sheraden,6,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2022,2,5,-80.06332478701133,40.460141865825534
331293,3380104,23028390,99,2023-02-24T11:00:00,"2000 Block Centre AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,NA,9993 PFA Service with Weapons Supplement,305,6,3,-79.97998240539275,40.44358891030736
331294,3380107,23028308,99,2023-02-21T23:00:00,Zone 5,N,,5,NA,3126 Indecent Assault.,,,,,
331295,3380109,23028391,99,2023-02-24T11:32:00,"2000 Block Centre AV Pittsburgh, PA 15219",N,Crawford-Roberts,2,NA,9993 PFA Service with Weapons Supplement,305,6,3,-79.97998240539275,40.44358891030736
331296,3380110,23028394,10,2023-02-17T23:00:00,"300 Block Walter ST Pittsburgh, PA 15210",Y,Allentown,3,TERRORISTIC THREATS,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats / 2709(a)(5) Harassment Communicates Repeatedly in Anonymous Manner",1803,3,5,-79.99492327247921,40.419890670655704
331297,3380111,23028395,99,2023-02-24T11:30:00,"200 Block N St. Clair ST Pittsburgh, PA 15206",Y,East Liberty,5,NA,9489 Found Property,1115,9,2,-79.92782156758027,40.463967831567764
331298,3380113,23028399,6,2023-02-24T08:00:00,"Saline ST & Federal Hill ST Pittsburgh, PA 15217",N,Squirrel Hill South,4,THEFT FROM AUTO,3934 Theft from Vehicle,1414,5,3,-79.92616716525362,40.42102275226477
331299,3380114,23028401,99,2023-02-24T11:50:00,"400 Block Forbes AV Pittsburgh, PA 15219",Y,Central Business District,2,NA,9497 Aided Case,201,8,3,-79.9525636026632,40.44289648145832
331300,3380116,23028402,11,2023-02-24T11:00:00,"200 Block Camfield ST Pittsburgh, PA 15210",N,Bon Air,3,THEFT BY DECEPTION,3922 Theft by Deception.,1806,4,5,-79.99850510387539,40.40929817678715
331301,3380122,23028310,6,2023-02-23T20:25:00,"200 Block 9th ST Pittsburgh, PA 15222",N,Central Business District,2,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,201,,,,
331302,3380123,23028320,6,2023-02-24T07:30:00,"200 Block E Elizabeth ST Pittsburgh, PA 15207",N,Hazelwood,4,THEFT/ALL OTHERS,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1515,5,3,-79.94136802997383,40.40719161787038
331303,3380125,23028323,0,2023-02-24T08:50:00,"1800 Block Buena Vista ST Pittsburgh, PA 15212",Y,Perry South,1,NA,0292 Located Runaway - not Reported Missing,2614,6,1,-80.01544718711412,40.459772298723266
331336,3380133,23028830,99,2023-02-25T05:02:00,Zone 4,N,,4,NA,3124.1 Sexual Assault,,,,,
331337,3380148,23028832,21,2023-02-25T06:22:00,"Obey ST & Steuben ST Pittsburgh, PA 15205",Y,Crafton Heights,6,DRIVING UNDER INFLUENCE,3802(a)(1) DUI - General Impairment / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16%,2814,2,5,-80.05266004842798,40.443003307906864
331338,3380149,23028833,4,2023-02-25T05:12:00,"100 Block Mc Candless ST Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,DISCHARGE OF FIREARM INTO OCC.STRUCTURE,2705 Recklessy Endangering Another Person. / 2707.1 Discharge of a Firearm into Occupied Structure,1011,,,,
331339,3380152,23028849,99,2023-02-25T06:05:00,"3000 Block Middletown RD Pittsburgh, PA 15204",N,Windgap,6,NA,9994 PFA Service,2807,2,5,-80.06431901879962,40.449588462707254
331340,3380154,23028851,99,2023-02-25T06:21:00,"21st ST Pittsburgh, PA 15222",Y,Strip District,2,NA,9999 Miscellaneous Report (No Crime),203,7,6,-79.98517018937247,40.45340984485083
331341,3380155,23028859,7,2023-02-25T06:46:00,"1500 Block Davis AV Pittsburgh, PA 15212",N,Brighton Heights,1,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,2701,1,1,-80.03792536961258,40.48107032595119
331342,3380159,23028865,18,2023-02-25T08:23:00,"2000 Block Robinson BL Pittsburgh, PA 15221",N,East Hills,5,MARIJUANA-SALE/MFG,903 Criminal Conspiracy. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9124 Drug Investigation,1306,9,2,-79.8681017229552,40.45150819277155
331343,3380161,23028868,7,2023-02-25T07:30:00,"10 Block MACKEY ST Pittsburgh, PA 15213",N,South Oakland,4,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,409,3,3,-79.95934498530863,40.43348551718688
331344,3380163,23028879,99,2023-02-25T07:55:00,"1800 Block Tonopah AV Pittsburgh, PA 15216",Y,Beechview,6,NA,9496 Dead on Arrival (DOA),1920,4,5,-80.02480474662138,40.40758350931911
331345,3380164,23028887,99,2023-02-25T02:00:00,"1100 Block Sheffield ST Pittsburgh, PA 15233",N,Manchester,1,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2107,6,1,-80.02126517549037,40.454211980861444
331346,3380165,23028890,99,2023-02-25T08:00:00,"300 Block S Fairmount ST Pittsburgh, PA 15232",N,Friendship,5,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,807,7,2,-79.93446356763998,40.46126635108933
331347,3380166,23028894,14,2023-02-25T08:48:00,"700 Block 5th AV Pittsburgh, PA 15219",N,Bluff,2,CRIMINAL MISCHIEF (AUTO),3304 Criminal Mischief.,103,6,6,-79.9933558206602,40.43877245742668
331348,3380167,23028928,6,2023-02-25T09:51:00,"1900 Block Wharton ST Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3921(a) Theft by Unlawful Taking or Disposition - Movable item,1702,,,,
331349,3380169,23028933,99,2023-02-24T19:00:00,"100 Block 6th ST Pittsburgh, PA 15222",N,Central Business District,2,NA,3745 Accidents Involving Damage to Unattended Veh.or Prop.,201,6,6,-80.00274190443444,40.44404737191309
331350,3380171,23028935,6,2023-02-24T19:30:00,"300 Block 37th ST Pittsburgh, PA 15201",Y,Lower Lawrenceville,2,THEFT FROM AUTO,3304 Criminal Mischief.,603,7,2,-79.96252290548983,40.464397129231344
331351,3380172,23028936,99,2023-03-03T07:30:00,"600 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,NA,9999 Miscellaneous Report (No Crime),201,6,6,-79.99740883167522,40.441533222252524
331352,3380173,23028951,15,2023-02-25T10:56:00,"300 Block Virginia AV Pittsburgh, PA 15211",Y,Mount Washington,3,WEAPONS-CARRY/POS-OTHER,8106 Shots Fired,1903,2,5,-80.01055531040475,40.4311154208779
331353,3380174,23028957,7,2023-02-25T10:51:00,"700 Block Bellefonte ST Pittsburgh, PA 15232",N,Shadyside,4,MTR VEH THEFT (AUTO),3921(a) Theft by Unlawful Taking or Disposition - Movable item,703,8,2,-79.93478142063303,40.45225786814993
331354,3380175,23028958,14,2023-02-25T11:03:00,"7100 Block Penn AV Pittsburgh, PA 15208",Y,Point Breeze,4,CRIM MISCHIEF (GRAFFITI),"3304(a)(4) CRIMINAL MISCHIEF- Intentionally Damage Property (By Graffiti, Aerosol Spray Paint, Broad Tip Marker, or Similar)",1406,9,3,-79.90373620545512,40.44998721043976
331355,3380176,23028963,99,2023-02-25T11:12:00,"600 Block Smithfield ST Pittsburgh, PA 15222",Y,Central Business District,2,NA,9998 Overdose Other,201,6,6,-79.99740883167522,40.441533222252524
331356,3380177,23028964,6,2023-02-25T10:37:00,"100 Block Maple TER Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,4106 Access Device Fraud / 3934 Theft from Vehicle,1914,2,5,-80.00808184032907,40.4322923750603
331357,3380179,23028966,4,2023-02-25T11:19:00,"1400 Block Crucible ST Pittsburgh, PA 15220",Y,Crafton Heights,6,AGG ASSAULT/KNIFE/INJURY,"2702 Aggravated Assault. / 2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",2814,2,5,-80.04971103584676,40.44857935215466
331358,3380181,23028405,12,2023-02-01T21:37:00,"400 Block Smithfield ST Pittsburgh, PA 15222",N,Central Business District,2,THEFT-FAIL MAKE DISP FUNDS REC,3922 Theft by Deception.,201,6,6,-79.99932299068531,40.438786987511165
331360,3380183,23028412,99,2023-02-24T12:08:00,"West Liberty AV & Hargrove ST Pittsburgh, PA 15226",Y,Mount Washington,3,NA,9999 Miscellaneous Report (No Crime),1915,4,5,-80.01012322546272,40.412920091354664
331361,3380184,23028414,99,2023-02-24T11:30:00,"500 Block Elmer L. Willams SQ Pittsburgh, PA 15206",N,Terrace Village,2,NA,9993 PFA Service with Weapons Supplement,511,,,,
331362,3380187,23028417,6,2023-02-24T11:00:00,"100 Block Tecumseh ST Pittsburgh, PA 15207",Y,Hazelwood,4,THEFT/ALL OTHERS,3921 Theft by Unlawful Taking or Disposition.,1515,,,,
331363,3380188,23028433,99,2023-02-24T12:22:00,"2000 Block De Ruad ST Pittsburgh, PA 15219",N,West Oakland,4,NA,3301 Arson  / 9122 Miscellaneous Fire Vehicle Investigation to Continue,402,,,,
331364,3380190,23028438,11,2023-02-24T12:30:00,"2800 Block Castlegate AV Pittsburgh, PA 15226",N,Brookline,6,IDENTITY THEFT,4120 Identity Theft,1918,4,5,-80.02459679385824,40.392398794125505
331365,3380192,23028439,14,2023-02-24T12:50:00,"50 Block S 5th ST Pittsburgh, PA 15203",N,South Side Flats,3,CRIMINAL MISCHIEF,3304 Criminal Mischief. / 3503 Criminal Trespass,1702,7,2,-79.95150318857678,40.48468302166304
331366,3380193,23028441,99,2023-02-24T13:02:00,"100 Block Parkfield ST Pittsburgh, PA ",Y,Central Business District,3,NA,9999 Miscellaneous Report (No Crime),201,4,3,-79.98736813465906,40.39130628746974
331367,3380195,23028453,99,2023-02-24T12:57:00,"200 Block Stratford AV Pittsburgh, PA 15206",Y,Friendship,5,NA,9497 Aided Case,807,7,2,-79.93282619775725,40.46210616710164
